paperID;studyID;effectID;doi;Author;studyTitle;pubYear;journalH5;citations;source;published;possibleCOI;requestsNotes;notes;gameName;gameTheme;Game_complexity;useMeta;reasonUseMeta;focal;design;randomization;predictedDirection;nTotal;nMale;nFemale;nExp;nCtrl;mExp;mCtrl;sdExp;sdCtrl;seExp;seCtrl;sampleRestricted;meanAge;ageGroup;sampleDescription;controlsActive;Controls_string;controlsText;contrast;items;F;t;chiSq;r;beta;B;otherES;df1;df2;pReported;dReported;interventionDuration(m);interventionDurationString;InterventionDurText;posttestDelay(day);posttestDelayString;posstestDelayText;Attitudes_theme;Att_type_exp_imp;explicitMeasure;explicitMeasure_description;implicitMeasure;implicitMeasure_description;compensation;inLabAdministration;controlledGameplay;gamegenre;gamegenrespecific;relevance_persuasion;relevance_persuasion_note;persuasive_mechanic;Commercial;Culture;;
22;2;3;https://doi.org/10.1037/ppm0000124;Jacobs;Play To Win Over: Effects of Persuasive Games;2018;30;15;1;1;0;PROVIDED BY AUTHOR;;My cotton picking;"Uzbekistani child who is forced to pick 50 kilograms of
cotton. Players click alternating buttons to pick handfuls of cotton and throw them into a bag hanging
from the character’s shoulders. Although a progress bar shows how close players are to reaching the
quota, reaching this goal would take around 5 hours of continuous play.";1;1;;1;;0;1;153;99;138;69;84;2.6304;2.5893;0.84411;0.62773;;;1;23;university students;"Respondents were sought through convenience and snowball sampling by second-year undergraduate
students in an international bachelor track in the fall of 2014. Most respondents'
native language was Dutch (56.8%), though sizeable portions spoke German (8.7%), English (8.3%),
Russian (6.6%) and Vietnamese (6.1%), with the remaining 13.5% spread across 19 other languages.";0;activity related;"youtube clip about the same topic. Despite the depressing subject matter,
the clip includes an uplifting background score and is meant to empower rather than shock viewers.
The message of the clip is that forming a united front against this practice can stop companies from
purchasing cotton from improper sources.
The";game vs video;5;;;;;;;;;;;;1.6;short;"On average,
respondents in the game condition spent 101 seconds on the game’s page. The YouTube clip was 142
seconds long, and respondents on average spent a little less than that on the clip’s page (122 seconds).
To control for possible confounds, responses were categorized as low-exposure and high-exposure,
using a threshold of 45 seconds. This separated the sample in 153 high-exposure responses ((game: 69,
clip: 84) and 84 low-exposure responses (game: 43, clip: 41). Both low- and high-exposure groups
were used in subsequent analyses, introducing a quasi-experimental factor to the design";0;immediate;contextual assumption;Social justice;1;Likert;"three-part attitude scale was developed for the pre- and
post-tests, consisting of 15 items. The first part consisted of items on slavery in contemporary society
(e.g. ‘Slavery still exists today’). The second part gauged the respondent’s perception of the workload
involved in picking cotton. The final part measured the perceived link between respondents and the
topic, querying whether respondents could effect change in this situation and how their own behavior
is affecting it (i.e. perceptions of empowerment). HERE DENIAL 5";;;;0;1;simulation/strategy;simulation;1;"Uzbekistani child who is forced to pick 50 kilograms of
cotton. Players click alternating buttons to pick handfuls of cotton and throw them into a bag hanging
from the character’s shoulders. Although a progress bar shows how close players are to reaching the
quota, reaching this goal would take around 5 hours of continuous play. the game was exemplary as a digital pamphlet, combining high
accessibility with concise and transparent persuasive intentions.
A";Procedural rhetorics;0;"native language was Dutch (56.8%), though sizeable portions spoke German (8.7%), English (8.3%),
Russian (6.6%) and Vietnamese (6.1%), with the remaining 13.5% spread across 19 other languages.";;
23;1;1;http://dx.doi.org/10.1016/j.jand.2015.02.022;Sharma et al.;Effects of theQuest to Lava MountainComputerGame on Dietary and Physical Activity Behaviorsof Elementary School Children: A PilotGroup-Randomized Controlled Trial;2015;56;33;3;1;1;;;Quest to Lava Mountsin;nutrition - promote healthy eating behaviors among children aged 8 to12 years;3;1;;1;1;1;1;94;60;45;44;50;6.89;6.44;1.57;1.16;;;1;9.55;elementary school;"A total of180 children across the six schools were eligible, 107 ofwhom consented to participate in the study (recruitment rateof 59.4%; n¼53 children at three intervention schools andn¼54 children at three comparison schools). The six partici-pating schools were middle- to low-income schools (he number of children included in the outcome analysis was94 (intervention n¼44 and comparison n¼50) w";0;nothing;"All comparison schools continued with theirusual programs; these schools received QTLM as an incentiveat the end of the 6-week study period, guess however";game vs no game;4;;;;;;;;;;;;274;long;ach inter-vention child received an opportunity to play the game for aminimum of 90 min/wk for 6 weeks, which was the recom-mended dosage based on the maximum 10 hours of availableQTLM game play;0;immediate;contextual assumption;Health;1;Likert;Nutrition/PhysicalActivity AttitudeScale  hFour items summative scale ranging from 4 to 12;;;10 USD gift card;2;1;action game;RPG;1;requires children to make simulated appropriate food choicesand stay physically active to move steadily through the gameand succeed. Consumption of healthy food such as fruits,vegetables, and whole grains (including gathering andcooking healthy food and creating healthy recipes) affectschild avatar health and enables obstacles to be overcome andquests to be successful. Game components include mazes,interactive activities, and simulations to integrate nutritionconcepts. These are designed to influence psychosocial de-terminants of knowledge, self-efficacy, behavioral capability,outcome expectancy, perceived norms, and intentions towardhealthy eating and physical activity. Avatars experience lowperformance in completing quests upon choosing foods/beverages and recipes containing added sugars and fats.;Procedural rhetorics;0;USA;;
24;1;1;;Vanderhoven et al.;Wait and see? Studying the teacher's Role During In-Class Educational Gaming;2015;13;2;1;1;;missing data about attitude change;four groups, one game, one game with group activity, one lesson about the topic, one irrelevant lesson - on this line, we compare experimental with lesson on the topic;Master F.I.N.D.;privacy about social network sites among teenagers;2;1;;1;1;0;;76;;;;;;;;;;;1;13.6;elementary school;11 secondary classes;1;activity related;presentaiton on similar topic;game vs lecture;9;;;;;;;;;;;;55;medium;intervention during the 1 hour course including organisation;7;short;;Security and protection;1;Likert;three subscales with three items - measuring attitudes towards not posting too much personal information, using privacy settings and reflecting before posting infomarmtion;;;;2;1;adventure;adventure;1;meaningful acts simulating real world ;Procedural rhetorics;0;Belgium;;
24;1;2;;Vanderhoven et al.;Wait and see? Studying the teacher's Role During In-Class Educational Gaming;2015;13;2;1;1;;missing data about attitude change;four groups, one game, one game with group activity, one lesson about the topic, one irrelevant lesson - on this line, we compare experimental with lesson on the different topic;Master F.I.N.D.;privacy about social network sites among teenagers;2;1;;1;1;0;;76;;;;;;;;;;;1;13.6;elementary school;11 secondary classes;1;activity unrelated;presentaiton on sirrelevant topic;game vs irrelevant lecture;9;;;;;;;;;;;;55;medium;intervention during the 1 hour course including organisation;7;short;;Security and protection;1;Likert;three subscales with three items - measuring attitudes towards not posting too much personal information, using privacy settings and reflecting before posting infomarmtion;;;;2;1;adventure;adventure;1;meaningful acts simulating real world ;Procedural rhetorics;0;Belgium;;
25;1;1;;Barwood et al.;Transformational Game Trial in Nutrition Education;2020;32;1;1;1;1;PROVIDED BY THE AUTHOR intervention duration, age, game - we only guess persuasion mechanic;;Test Game B;nutrition;2;1;;1;1;1;1;72;23;49;35;37;25.87;24.96;;;1.06;1.05;1;26.5;university students;tertiary student volunteers - non-health science stuents (21), Secondary education students (30), Health Science students (21);1;activity related;interactive animation about the topic;game vs animation;5;;;;;;;;;;;;25;medium;PROVIDED BY AUTHOR;0;immediate;following the gameplay;Health;1;Likert;6-points likert scale with 5 items focused on intention to eat and drink healthier;;;;1;1;adventure;adventure/trivia;1;bad nutrition choices do not allow for in game progress. It is  related on real facts, immediate feedback.. On the other hand the graphics is not appealing, it is very linear, choices does not seem meaningful - I must do something to progress;Procedural rhetorics;0;Australia;;
26;1;1;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"information vs ctrl web people   sex   dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test --  nekdo bez pretestu - before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);;1;;1;1;1;-1;128;106;108;43;85;31.56;32.2;3.49;3.79;;;0;32.6;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;The modern sexism scale - standardized - 5 point Likert;;;chance to win an ipad;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;1;2;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"information vs ctrl web people race   dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);;1;;1;1;1;1;128;106;108;43;85;23.44;23.12;2.48;1.98;;;0;32.6;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;Symbolic racism scale - standardized - Likert, 4 and once 3;;;chance to win an ipad;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;2;1;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"information vs ctrl Turk sex   dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;-1;107;81;108;50;57;26.85;28.71;;;0.34;0.69;0;34.72;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;The modern sexism scale - standardized - 5 point Likert;;;5 USD;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;2;2;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"information vs ctrl Turk race  dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;1;107;81;108;50;57;19.99;19.94;;;0.42;0.85;0;34.72;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;Symbolic racism scale - standardized - Likert, 4 and once 3;;;5 USD;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;3;1;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"Financial vs ctrl web people   sex  dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;-1;127;106;108;42;85;31;32.2;4.91;3.79;;;0;32.6;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;The modern sexism scale - standardized - 5 point Likert;;;chance to win an ipad;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;3;2;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"Financial vs ctrl web people  race    dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;-1;127;106;108;42;85;22.78;23.12;2.26;1.98;;;0;32.6;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;Symbolic racism scale - standardized - Likert, 4 and once 3;;;chance to win an ipad;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;4;1;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"Financial vs ctrl Turk    sex  dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;-1;96;81;108;39;57;28.67;28.71;;;0.49;0.69;0;34.72;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;The modern sexism scale - standardized - 5 point Likert;;;5 USD;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;4;2;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"Financial vs ctrl Turk  race    dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;-1;96;81;108;39;57;18.25;19.94;;;0.61;0.85;0;34.72;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;Symbolic racism scale - standardized - Likert, 4 and once 3;;;5 USD;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;5;1;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"Generative  vs ctrl web people sex  dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;1;135;106;108;50;85;32.54;32.2;4.39;3.79;;;0;32.6;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;The modern sexism scale - standardized - 5 point Likert;;;chance to win an ipad;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;5;2;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"Generative  vs ctrl web people race  dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;-1;135;106;108;50;85;22.88;23.12;2.15;1.98;;;0;32.6;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;Symbolic racism scale - standardized - Likert, 4 and once 3;;;chance to win an ipad;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;6;1;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"Generative  vs ctrl Turk  sex  dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;-1;102;81;108;45;57;27.29;28.71;;;0.48;0.69;0;34.72;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;The modern sexism scale - standardized - 5 point Likert;;;5 USD;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
26;6;2;;Hammer;Playing Prejudice: The Impact of Game-Play on Attributions of Gender and Racial Bias;2014;;0;2;0;;LK: confusing numbers of participants - vey few in final tables compared to the start, někde MEANS a nekde Marginal Means. Number of participants taken from page 82;"Generative  vs ctrl Turk race  dissertatión - It uses a Solomon eight-group design across the three game conditions (informational reward, financial reward, and generative reward) and the control condition. Consenting subjects were randomly assigned to a pre-test / no pre-test condition. Subjects who were assigned to the pre-test condition completed the pre-test before playing the game; subjects assigned to the no pre-test condition moved immediately to the next step.";Advance;racial and sex bias at work (micoagressions, discrimination etc.);3;1;;1;1;1;1;102;81;108;45;57;20.06;19.94;;;0.61;0.85;0;34.72;others;"The target population for the study was ""adult American players of online casual games."" As such, web-based recruitment took place on sites devoted to gaming, social media communities related to gaming, and email lists of game-players. Potential subjects were provided with a link to follow if they wished to participate in the study.";1;activity related;brief text about the main concepts in the game - microaggressions nd cumulative impact of small differences;game vs text;8;;;;;;;;;;;;10;short;they played at least 10, but with no control on maximum;0;immediate;After completing the game comprehension and feedback questions, all players were sent to the post-test;Social justice;1;Likert;Symbolic racism scale - standardized - Likert, 4 and once 3;;;5 USD;3;1;simulation/strategy;simulation/strategy;1;model of discrimination which can be played and win or loose - players explore that model to see the effect of biases against race and sex. Zour aim is to sucessfully place and breed a worker in a company full of bias - you must identify the bias - There are three conditions of reward - information (if they discover the bias, the game will confirm), in-game currency (if they discover the bias, they get currency) and generative condition where player obtain confirmation of their guess about bias and money if they develop a strategy to tackle the bias. ;Reward systém;0;USA;;
27;1;1;10.13189/ujer.2016.040807;Kampf;The Context is the Message?! Learning about the Israeli-Palestinian Conflict through Computerized Simulations in Different National Contexts;2016;24;0;1;1;1;Age? Mozna umime dopocizat;pretesty ne uplne vyvazene ?   Oni puvodne brali engaged strany konfliktu vs non-engaged strany konfliktu;Global Conflicts: Palestine;Israeli-Palestine conflict;4;1;;1;1;;1;80;;;50;30;3.48;3.97;0.66;0.76;;;1;25.12;university students;Israeli-Jewish students of political science - I do not know much about the control group, only experimental is descripted;0;activity unrelated;unrelated lecture;game vs unrelated lecture;6;;;;;;;;;;;;120;long;the whole experiment took 3 hours including short questionnaires at the beginning and at the end plus quick tutorial;0;immediate;;Recent conflict;1;Likert;Likert scale - examining the 'rightness' of each side regarding key issues including water, refugees, borders, settlements, Jerusalem, and security, using the following scale: 1. Palestinians are absolutely right, 2. Palestinians are somewhat right, 3. Both sides are equally right, 4. Israelis are somewhat right, and 5. Israelis are absolutely right.;;;credit;1;1;adventure;adventure;1;personal stories, multiperspectivity - very relevant;Perspective-taking;1;Israeli-Jewish;;
27;2;1;10.13189/ujer.2016.040807;Kampf;The Context is the Message?! Learning about the Israeli-Palestinian Conflict through Computerized Simulations in Different National Contexts;2016;24;0;1;1;1;Age? Mozna umime dopocizat;;Peacemaker;Israeli-Palestine conflict;3;1;;1;1;;1;70;;;40;30;3.35;3.97;0.84;0.76;;;1;25.12;university students;Israeli-Jewish students of political science and communication - I do not know much about the control group, only experimental is descripted;0;activity unrelated;unrelated lecture;game vs unrelated lecture;6;;;;;;;;;;;;120;long;the whole experiment took 3 hours including short questionnaires at the beginning and at the end plus quick tutorial;0;immediate;;Recent conflict;1;Likert;Likert scale - examining the 'rightness' of each side regarding key issues including water, refugees, borders, settlements, Jerusalem, and security, using the following scale: 1. Palestinians are absolutely right, 2. Palestinians are somewhat right, 3. Both sides are equally right, 4. Israelis are somewhat right, and 5. Israelis are absolutely right.;;;credit;1;1;simulation/strategy;simulation/strategy;1;top-down approach, perspective-taking;Perspective-taking;0;Israeli-Jewish;;
