"Source","Statistic","df1","df2","Test.Comparison","Value","Reported.Comparison","Reported.P.Value","Computed","Raw","Error","DecisionError","OneTail","OneTailedInTxt","APAfactor"
"30_andersonL2009_paper_from_dissertation","F",1,107,"=",6.78,"<",0.05,0.0105275834035251,"F(1, 107) = 6.78, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,107,"=",7.12,"<",0.05,0.00880894085146092,"F(1, 107) = 7.12, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,107,"=",0.17,">",0.05,0.680936709819398,"F(1, 107) = 0.17, p > .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,100,"=",4.51,"<",0.05,0.036164359709239,"F(1, 100) = 4.51, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,51,"=",3.81,"<",0.06,0.0564486453031135,"F(1, 51) = 3.81, p < .06",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,144,"=",10.84,"<",0.01,0.00124970615812575,"F(1, 144) = 10.84, p < .01",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,143,"=",81.46,"<",0.001,1.09292789559007e-15,"F(1, 143) = 81.46, p < .001",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,143,"=",6.24,"<",0.02,0.0136222690119249,"F(1, 143) = 6.24, p < .02",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,143,"=",9.09,"<",0.01,0.00304187994087161,"F(1, 143) = 9.09, p < .01",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,144,"=",3.68,"<",0.06,0.057047878195496,"F(1, 144) = 3.68, p < .06",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,143,"=",30.27,"<",0.001,1.68659971584206e-07,"F(1, 143) = 30.27, p < .001",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,143,"=",1.27,">",0.25,0.261654173105626,"F(1, 143) = 1.27, p > .25",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,140,"=",1.19,">",0.05,0.277203463544559,"F(1, 140) = 1.19, p > .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,143,"=",11.48,"<",0.01,0.000909072650313923,"F(1, 143) = 11.48, p < .01",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,143,"=",7.5,"<",0.01,0.00695507936454963,"F(1, 143) = 7.50, p < .01",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,143,"=",3.91,"<",0.05,0.0499223141341872,"F(1, 143) = 3.91, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,144,"=",1.69,">",0.05,0.195677987555796,"F(1, 144) = 1.69,
p > .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,144,"=",4.49,"<",0.05,0.0358098791338635,"F(1, 144) = 4.49, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,144,"=",2.98,"<",0.09,0.0864440199934001,"F(1, 144) = 2.98, p < .09",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,144,"=",6.65,"<",0.05,0.0109182767174732,"F(1, 144) = 6.65, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,144,"=",6.06,"<",0.05,0.0150086565773708,"F(1, 144) = 6.06, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,140,"=",0.75,">",0.05,0.387957937839447,"F(1, 140) = 0.75, p > .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,99,"=",6.27,"<",0.05,0.0139142938960944,"F(1, 99) = 6.27, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,99,"=",4.38,"<",0.05,0.0389198508057183,"F(1, 99) = 4.38, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,99,"=",2.31,">",0.05,0.131731438034533,"F(1, 99) = 2.31,
p > .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,98,"=",4.71,"<",0.05,0.0324039476497586,"F(1, 98) = 4.71, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,98,"=",12.7,"<",0.01,0.000566860459101415,"F(1, 98) = 12.70, p < .01",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,97,"=",8.91,"<",0.01,0.00358928055939446,"F(1, 97) = 8.91, p < .01",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,97,"=",5.03,"<",0.05,0.0271882437269497,"F(1, 97) = 5.03, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,97,"=",1.63,">",0.05,0.204751055719738,"F(1, 97) = 1.63, p > .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,97,"=",7.07,"<",0.01,0.00917038194545375,"F(1, 97) = 7.07, p < .01",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,97,"=",6.13,"<",0.05,0.015023643903054,"F(1, 97) = 6.13, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,97,"=",5.7,"<",0.05,0.0189029702626597,"F(1, 97) = 5.70, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,98,"=",13.78,"<",0.05,0.000341380367908597,"F(1, 98) = 13.78, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,97,"=",8.16,"<",0.01,0.00523945922571599,"F(1, 97) = 8.16, p < .01",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,98,"=",2.26,">",0.05,0.13596987083939,"F(1, 98) = 2.26, p > .05",FALSE,FALSE,FALSE,FALSE,0.93
"30_andersonL2009_paper_from_dissertation","F",1,97,"=",6.28,"<",0.05,0.0138751659106224,"F(1, 97) = 6.28, p < .05",FALSE,FALSE,FALSE,FALSE,0.93
"31_lavender_thesis_final_chybidataMeanaSD","t",NA,17,"=",3,"<",0.05,0.0080546968092095,"t(17) = 3.00, p < .05",FALSE,FALSE,FALSE,FALSE,0.62
"31_lavender_thesis_final_chybidataMeanaSD","t",NA,18,"=",3,"<",0.05,0.00768541214031432,"t(18) = 3.00, p < .05",FALSE,FALSE,FALSE,FALSE,0.62
"31_lavender_thesis_final_chybidataMeanaSD","t",NA,23,"=",2.5,"<",0.05,0.0199941223278871,"t(23) = 2.50, p <.05",FALSE,FALSE,FALSE,FALSE,0.62
"31_lavender_thesis_final_chybidataMeanaSD","F",4,10,"=",3.77,"<",0.05,0.0403751764609831,"F(4,10) = 3.77, p < .05",FALSE,FALSE,FALSE,FALSE,0.62
"31_lavender_thesis_final_chybidataMeanaSD","F",4,11,"=",3.33,"<",0.05,0.051080762704658,"F(4,11) = 3.33, p < .05",TRUE,TRUE,TRUE,FALSE,0.62
"34_waddington 2013","F",1,126,"=",2.04,"=",0.03,0.155683747461234,"F(1,126)=2.04, p=.03",TRUE,TRUE,FALSE,FALSE,0.5
"34_waddington 2013","F",1,137,"=",6.07,"=",0.02,0.0149885309498335,"F(1,137)=6.07, p=.02",FALSE,FALSE,FALSE,FALSE,0.5
"34_waddington 2013","F",1,137,"=",4.58,"=",0.03,0.0341187856682307,"F(1,137)=4.58, p=.03",FALSE,FALSE,FALSE,FALSE,0.5
"34_waddington 2013","F",2,127,"=",5.5,"=",0.005,0.0051193437736097,"F(2,127)=5.50, p=.005",FALSE,FALSE,FALSE,FALSE,0.5
"34_waddington 2013","F",2,127,"=",3.06,"=",0.05,0.0503600511555873,"F(2, 127)=3.06, p =.05",FALSE,FALSE,FALSE,FALSE,0.5
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,171,"=",23.58,"<",1e-04,1.26300292881763e-55,"t(171) = 23.58, p <
.0001",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,165,"=",26.97,"<",0.001,7.33843604054991e-11,"F(2, 165) = 26.97, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,163,"=",168.76,"<",0.001,1.95183334687397e-40,"F(2, 163) = 168.76, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,164,"=",8.14,"<",0.001,0.0048881867060093,"F(1, 164) = 8.14, p < .001",TRUE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,165,"=",12.73,"<",0.001,0.000471296870731642,"F(1, 165) =
12.73, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,165,"=",12.02,"<",0.001,0.00067116523838696,"F(1, 165) = 12.02, p < .001",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,165,"=",8.6,"<",0.01,0.00383968423413968,"F(1, 165) = 8.60, p < .01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,164,"=",6.74,"<",0.05,0.0102833341139629,"F(1, 164) = 6.74, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,167,"=",7.68,"<",0.05,0.0062170961763044,"F(1, 167) = 7.68, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,166,"=",6.58,"<",0.05,0.0111981899818161,"F(1, 166) = 6.58, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,166,"=",5.09,"<",0.05,0.00715439704486477,"F(2, 166) = 5.09, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,79,"=",10.22,"<",0.01,0.000112877150760773,"F(2, 79) =
10.22, p < .01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,89,"=",2.26,">",0.1,0.11030752183552,"F(2, 89) = 2.26, p > .10",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,170,"=",5.12,"<",0.01,0.00693119514352364,"F(2, 170) = 5.12, p < .01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,170,"=",10.14,"<",0.001,0.00172594703610133,"F(1, 170) = 10.14, p < .001",TRUE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,170,"=",3.59,"=",0.059,0.0598259200242349,"F(1, 170)
= 3.59, p = .059",TRUE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,170,"=",6.84,"<",0.01,0.00971539809149113,"F(1, 170) = 6.84, p < .01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,157,"=",3.99,"<",0.05,0.020406368344138,"F(2, 157) = 3.99, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,158,"=",4.58,"<",0.05,0.011653415573479,"F(2, 158) = 4.58, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,161,"=",5.66,"<",0.01,0.00421172785719078,"F(2, 161) = 5.66, p < .01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,161,"=",3.81,"=",0.053,0.0526824234905046,"F(1, 161) = 3.81, p =.053",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,161,"=",6.1,"<",0.01,0.00279497586609923,"F(2, 161) =
6.10, p < .01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,53,"=",2.75,"<",0.01,0.00813406374373258,"t (53) = 2.75, p <.01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,54,"=",2.66,"<",0.05,0.0102651831946569,"t (54) = 2.66, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,53,"=",-1.55,">",0.1,0.127092824937326,"t(53) = -1.55, p > .10",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,163,"=",4.57,"<",0.05,0.0117198801524335,"F(2, 163) = 4.57, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,163,"=",5.44,"<",0.05,0.0209031621231144,"F(1, 163) = 5.44, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,163,"=",0.55,">",0.1,0.578016722494693,"F(2, 163) =
0.55, p > .10",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,157,"=",0.11,">",0.1,0.740586453038689,"F(1, 157) = 0.11, p > .10",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,157,"=",4.24,"<",0.05,0.0160916287565277,"F(2, 157) = 4.24, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,157,"=",3.49,"<",0.05,0.0328880762850627,"F(2, 157) = 3.49, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,52,"=",2.23,"<",0.05,0.0300895809847374,"t (52) = 2.23, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,140,"=",8.35,"<",0.01,0.00447145994419393,"F(1, 140) = 8.35, p < .01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,140,"=",3.17,"<",0.05,0.0450348736538479,"F(2, 140) = 3.17, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,44,"=",-3.08,"<",0.01,0.00356125471950791,"t (44) = -3.08, p <.01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,140,"=",1.89,">",0.1,0.154906252712689,"F(2, 140) = 1.89, p > .10",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,164,"=",2.67,">",0.05,0.104174221341839,"F(1, 164) = 2.67, p > .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,164,"=",4.2,"<",0.01,0.0166394933254838,"F(2, 164) = 4.20, p < .01",TRUE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,164,"=",3.82,"<",0.05,0.0239044116663629,"F(2, 164) = 3.82, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,55,"=",3.04,"<",0.01,0.00361810382105646,"t (55) = 3.04, p <.01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,155,"=",0.58,">",0.1,0.561108804258981,"F(2, 155) = 0.58, p > .10",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,155,"=",0.21,">",0.1,0.647409236988641,"F(1, 155) = 0.21, p > .10",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,155,"=",4.12,"<",0.05,0.0180570244189603,"F(2, 155) = 4.12, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,52,"=",2.04,"<",0.05,0.0464446361081988,"t (52) = 2.04, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,149,"=",4.7,"<",0.05,0.0104861554449267,"F(2, 149) = 4.70, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,148,"=",5.41,"<",0.05,0.0213793653213262,"F(1, 148) = 5.41, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,148,"=",4.73,"<",0.05,0.0312290539696165,"F(1, 148) = 4.73, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,83,"=",3.17,"<",0.01,0.00213558258803638,"t (83) = 3.17, p <.01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,148,"=",4.15,"<",0.05,0.0176361005325598,"F(2, 148) = 4.15, p
<.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,74,"=",45.87,"<",1e-04,2.59984181828932e-09,"F(1, 74) = 45.87, p < .0001",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,74,"=",4.89,"<",0.05,0.010124660214194,"F(2, 74) = 4.89, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,149,"=",5.91,"<",0.05,0.0162423294999508,"F(1, 149) = 5.91, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,149,"=",4.29,"<",0.05,0.0154363754827443,"F(2, 149) = 4.29, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,52,"=",3.73,"<",0.001,0.000474557810696628,"t(52) = 3.73, p <.001",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,149,"=",3.92,"<",0.05,0.0219201181872874,"F(2, 149) = 3.92, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,149,"=",86.81,"<",1e-04,1.49039284325036e-16,"F(1, 149) = 86.81, p < .0001",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,149,"=",4.11,"<",0.05,0.0183040206557732,"F(2, 149) = 4.11, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,149,"=",4.99,"<",0.01,0.00798658824229539,"F(2, 149) = 4.99, p <.01",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,144,"=",1.78,">",0.1,0.172328409179224,"F(2, 144) = 1.78, p > .10",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,138,"=",4.41,"<",0.05,0.0139147945987163,"F(2, 138) = 4.41, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,45,"=",2.57,"<",0.05,0.0135516993618588,"t (45) = 2.57, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,50,"=",-2.04,"<",0.05,0.0466504345456877,"t (50) = -2.04, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,141,"=",3.12,"<",0.05,0.047220211025367,"F(2, 141) = 3.12, p <
.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,50,"=",2.14,"<",0.05,0.0372579495532823,"t (50) = 2.14, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,137,"=",4.13,"<",0.05,0.0181282182937691,"F(2,
137) = 4.13, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,46,"=",2.24,"<",0.05,0.0299647616537013,"t (46) = 2.24, p <.05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,72,"=",32.29,"<",1e-04,2.63841398490255e-07,"F(1, 72) =
32.29, p < .0001",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",2,141,"=",4.16,"<",0.05,0.0175642562197666,"F(2, 141) = 4.16, p < .05",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,50,"=",2.29,"<",0.001,0.0262766158334004,"t (50) = 2.29, p <.001",TRUE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","t",NA,46,"=",1.78,"=",0.08,0.0816820625504218,"t (46)
= 1.78, p = .08",FALSE,FALSE,FALSE,FALSE,0.68
"36_saleem Effects of stereotypic video game portrayals on implicit and expl","F",1,141,"=",36.25,"<",1e-04,1.4279290822206e-08,"F(1, 141) = 36.25, p < .0001",FALSE,FALSE,FALSE,FALSE,0.68
"3_Price_2016_Casual games and casual learning about human biological systems","t",NA,124,"=",1.09,"=",0.278,0.27782681747394,"t(124) = 1.09, p = .278",FALSE,FALSE,FALSE,FALSE,0.4
"3_Price_2016_Casual games and casual learning about human biological systems","t",NA,121,"=",0.725,"=",0.47,0.469851748531896,"t(121) = .725, p = .470",FALSE,FALSE,FALSE,FALSE,0.4
"40_multiple_experimental_kveton_2019","F",3,124,"=",1.053,">",0.1,0.371726357447107,"F(3,124) = 1.053, p > .10",FALSE,FALSE,FALSE,FALSE,0.67
"40_multiple_experimental_kveton_2019","F",3,124,"=",21.55,"<",0.01,2.67060357345414e-11,"F(3,124) = 21.550, p < .01",FALSE,FALSE,FALSE,FALSE,0.67
"40_multiple_experimental_kveton_2019","F",3,124,"=",60.989,"<",0.01,2.71444762928024e-24,"F(3,124) =
60.989, p < .01",FALSE,FALSE,FALSE,FALSE,0.67
"40_multiple_experimental_kveton_2019","F",1,124,"=",2.886,"=",0.092,0.0918601919825345,"F(1,124) = 2.886, p = .092",FALSE,FALSE,FALSE,FALSE,0.67
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,56,"=",5.35,"<",0.05,0.0244198275415047,"F(1, 56) = 5.350, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,56,"=",5.186,"<",0.05,0.0266093815770765,"F(1, 56) = 5.186, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,56,"=",7.54,"<",0.05,0.00809835196939544,"F(1, 56) = 7.54, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,56,"=",6.75,"<",0.05,0.0119580522164256,"F(1, 56) = 6.75, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,54,"=",12.957,"<",0.05,0.00069279035240069,"F(1, 54) = 12.957, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,54,"=",7.74,"<",0.05,0.00742454013662814,"F(1, 54) = 7.74, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,174,"=",5.64,"<",0.05,0.0186436311929436,"F(1, 174) = 5.64, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,174,"=",8.61,"<",0.05,0.00379427444462508,"F(1,174) = 8.61, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,174,"=",3.76,"=",0.054,0.0541102227377021,"F(1, 174) = 3.76, p = .054",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,174,"=",4.49,"<",0.05,0.0355126860810483,"F(1, 174) = 4.49, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,174,"=",3.77,"<",0.05,0.0537947832272982,"F(1,174) = 3.77, p < .05",TRUE,TRUE,TRUE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,181,"=",8.952,"<",0.05,0.00315835235253852,"F(1,181) = 8.952, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,181,"=",75.689,"<",0.001,1.99866303047336e-15,"F(1,181) = 75.689, p < .001",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",2,254,"=",7.27,"<",0.001,0.000850630535930863,"F(2, 254) = 7.27, p < .001",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,254,"=",18.29,"<",0.001,2.68752103859298e-05,"F(1, 254) = 18.29, p < .001",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,254,"=",15.39,"<",0.001,0.000112612357288719,"F(1, 254) = 15.39, p < .001",FALSE,FALSE,FALSE,FALSE,0.81
"49_no_control_two_expe_cicchirillo_The effects of priming racial stereotypes through violent video games","F",1,252,"=",5.05,"<",0.05,0.025491684995318,"F(1, 252)
= 5.05, p < .05",FALSE,FALSE,FALSE,FALSE,0.81
